created_at,entry_id,field1,latitude,longitude,elevation,status
2022-09-09T12:34:00+05:30,94,20,,,,
2022-09-09T12:35:00+05:30,95,20,,,,
2022-09-09T12:36:00+05:30,96,20,,,,
2022-09-09T12:37:00+05:30,97,20,,,,
2022-09-09T12:38:00+05:30,98,20,,,,
2022-09-09T12:39:00+05:30,99,20,,,,
2022-09-09T12:40:00+05:30,100,20,,,,
2022-09-09T12:41:00+05:30,101,20,,,,
2022-09-09T12:42:00+05:30,102,22,,,,
2022-09-09T12:43:00+05:30,103,21,,,,
2022-09-09T12:44:00+05:30,104,23,,,,
2022-09-09T12:45:00+05:30,105,23,,,,
2022-09-09T12:46:00+05:30,106,22,,,,
2022-09-09T12:47:00+05:30,107,22,,,,
2022-09-09T12:48:00+05:30,108,23,,,,
2022-09-09T12:49:00+05:30,109,23,,,,
2022-09-09T12:50:00+05:30,110,21,,,,
2022-09-09T12:51:00+05:30,111,21,,,,
2022-09-09T12:52:00+05:30,112,23,,,,
2022-09-09T12:53:00+05:30,113,22,,,,
2022-09-09T12:54:00+05:30,114,22,,,,
2022-09-09T12:55:00+05:30,115,22,,,,
2022-09-09T12:56:00+05:30,116,24,,,,
2022-09-09T12:57:00+05:30,117,24,,,,
2022-09-09T12:58:00+05:30,118,24,,,,
2022-09-09T12:59:00+05:30,119,22,,,,
2022-09-09T13:00:00+05:30,120,22,,,,
2022-09-09T13:01:00+05:30,121,21,,,,
2022-09-09T13:02:00+05:30,122,20,,,,
2022-09-09T13:03:00+05:30,123,21,,,,
2022-09-09T13:04:00+05:30,124,22,,,,
2022-09-09T13:05:00+05:30,125,20,,,,
2022-09-09T13:06:00+05:30,126,21,,,,
2022-09-09T13:07:00+05:30,127,23,,,,
2022-09-09T13:08:00+05:30,128,24,,,,
2022-09-09T13:09:00+05:30,129,24,,,,
2022-09-09T13:10:00+05:30,130,24,,,,
2022-09-09T13:11:00+05:30,131,25,,,,
2022-09-09T13:12:00+05:30,132,24,,,,
2022-09-09T13:13:00+05:30,133,24,,,,
2022-09-09T13:14:00+05:30,134,26,,,,
2022-09-09T13:15:00+05:30,135,27,,,,
2022-09-09T13:16:00+05:30,136,27,,,,
2022-09-09T13:17:00+05:30,137,27,,,,
2022-09-09T13:18:00+05:30,138,27,,,,
2022-09-09T13:19:00+05:30,139,27,,,,
2022-09-09T13:20:00+05:30,140,27,,,,
2022-09-09T13:21:00+05:30,141,27,,,,
2022-09-09T13:22:00+05:30,142,25,,,,
2022-09-09T13:23:00+05:30,143,27,,,,
2022-09-09T13:24:00+05:30,144,27,,,,
2022-09-09T13:25:00+05:30,145,26,,,,
2022-09-09T13:26:00+05:30,146,27,,,,
2022-09-09T13:27:00+05:30,147,28,,,,
2022-09-09T13:28:00+05:30,148,27,,,,
2022-09-09T13:29:00+05:30,149,28,,,,
2022-09-09T13:30:00+05:30,150,28,,,,
2022-09-09T13:31:00+05:30,151,28,,,,
2022-09-09T13:32:00+05:30,152,27,,,,
2022-09-09T13:33:00+05:30,153,27,,,,
2022-09-09T13:34:00+05:30,154,27,,,,
2022-09-09T13:35:00+05:30,155,25,,,,
2022-09-09T13:36:00+05:30,156,23,,,,
2022-09-09T13:37:00+05:30,157,23,,,,
2022-09-09T13:38:00+05:30,158,21,,,,
2022-09-09T13:39:00+05:30,159,21,,,,
2022-09-09T13:40:00+05:30,160,23,,,,
2022-09-09T13:41:00+05:30,161,24,,,,
2022-09-09T13:42:00+05:30,162,24,,,,
2022-09-09T13:43:00+05:30,163,24,,,,
2022-09-09T13:44:00+05:30,164,25,,,,
2022-09-09T13:45:00+05:30,165,23,,,,
2022-09-09T13:46:00+05:30,166,23,,,,
2022-09-09T13:47:00+05:30,167,23,,,,
2022-09-09T13:48:00+05:30,168,21,,,,
2022-09-09T13:49:00+05:30,169,21,,,,
2022-09-09T13:50:00+05:30,170,21,,,,
2022-09-09T13:51:00+05:30,171,22,,,,
2022-09-09T13:52:00+05:30,172,22,,,,
2022-09-09T13:53:00+05:30,173,23,,,,
2022-09-09T13:54:00+05:30,174,25,,,,
2022-09-09T13:55:00+05:30,175,24,,,,
2022-09-09T13:56:00+05:30,176,24,,,,
2022-09-09T13:57:00+05:30,177,24,,,,
2022-09-09T13:58:00+05:30,178,26,,,,
2022-09-09T13:59:00+05:30,179,26,,,,
2022-09-09T14:00:00+05:30,180,24,,,,
2022-09-09T14:01:00+05:30,181,24,,,,
2022-09-09T14:02:00+05:30,182,24,,,,
2022-09-09T14:03:00+05:30,183,22,,,,
2022-09-09T14:04:00+05:30,184,23,,,,
2022-09-09T14:05:00+05:30,185,23,,,,
2022-09-09T14:06:00+05:30,186,23,,,,
2022-09-09T14:07:00+05:30,187,25,,,,
2022-09-09T14:08:00+05:30,188,27,,,,
2022-09-09T14:09:00+05:30,189,28,,,,
2022-09-09T14:10:00+05:30,190,28,,,,
2022-09-09T14:11:00+05:30,191,28,,,,
2022-09-09T14:12:00+05:30,192,28,,,,
2022-09-09T14:13:00+05:30,193,27,,,,
2022-09-09T14:14:00+05:30,194,27,,,,
2022-09-09T14:15:00+05:30,195,27,,,,
2022-09-09T14:16:00+05:30,196,27,,,,
2022-09-09T14:17:00+05:30,197,27,,,,
2022-09-09T14:18:00+05:30,198,27,,,,
2022-09-09T14:19:00+05:30,199,25,,,,
2022-09-09T14:20:00+05:30,200,25,,,,
2022-09-09T14:21:00+05:30,201,24,,,,
2022-09-09T14:22:00+05:30,202,24,,,,
2022-09-09T14:23:00+05:30,203,24,,,,
2022-09-09T14:24:00+05:30,204,23,,,,
2022-09-09T14:25:00+05:30,205,23,,,,
2022-09-09T14:26:00+05:30,206,21,,,,
2022-09-09T14:27:00+05:30,207,22,,,,
2022-09-09T14:28:00+05:30,208,21,,,,
2022-09-09T14:29:00+05:30,209,21,,,,
2022-09-09T14:30:00+05:30,210,21,,,,
2022-09-09T14:31:00+05:30,211,20,,,,
2022-09-09T14:32:00+05:30,212,20,,,,
2022-09-09T14:33:00+05:30,213,20,,,,
2022-09-09T14:34:00+05:30,214,20,,,,
2022-09-09T14:35:00+05:30,215,21,,,,
2022-09-09T14:36:00+05:30,216,21,,,,
2022-09-09T14:37:00+05:30,217,21,,,,
2022-09-09T14:38:00+05:30,218,21,,,,
2022-09-09T14:39:00+05:30,219,20,,,,
2022-09-09T14:40:00+05:30,220,21,,,,
2022-09-09T14:41:00+05:30,221,21,,,,
2022-09-09T14:42:00+05:30,222,21,,,,
2022-09-09T14:43:00+05:30,223,20,,,,
2022-09-09T14:44:00+05:30,224,20,,,,
2022-09-09T14:45:00+05:30,225,20,,,,
2022-09-09T14:46:00+05:30,226,21,,,,
2022-09-09T14:47:00+05:30,227,20,,,,
2022-09-09T14:48:00+05:30,228,20,,,,
2022-09-09T14:49:00+05:30,229,20,,,,
2022-09-09T14:50:00+05:30,230,20,,,,
2022-09-09T14:51:00+05:30,231,20,,,,
2022-09-09T14:52:00+05:30,232,20,,,,
2022-09-09T14:53:00+05:30,233,20,,,,
2022-09-09T14:54:00+05:30,234,21,,,,
2022-09-09T14:55:00+05:30,235,21,,,,
2022-09-09T14:56:00+05:30,236,20,,,,
2022-09-09T14:57:00+05:30,237,20,,,,
2022-09-09T14:58:00+05:30,238,20,,,,
2022-09-09T14:59:00+05:30,239,22,,,,
2022-09-09T15:00:00+05:30,240,22,,,,
2022-09-09T15:01:00+05:30,241,23,,,,
2022-09-09T15:02:00+05:30,242,23,,,,
2022-09-09T15:03:00+05:30,243,23,,,,
2022-09-09T15:04:00+05:30,244,23,,,,
2022-09-09T15:05:00+05:30,245,23,,,,
2022-09-09T15:06:00+05:30,246,21,,,,
2022-09-09T15:07:00+05:30,247,21,,,,
2022-09-09T15:08:00+05:30,248,21,,,,
2022-09-09T15:09:00+05:30,249,20,,,,
2022-09-09T15:10:00+05:30,250,20,,,,
2022-09-09T15:11:00+05:30,251,20,,,,
2022-09-09T15:12:00+05:30,252,20,,,,
2022-09-09T15:13:00+05:30,253,20,,,,
2022-09-09T15:14:00+05:30,254,20,,,,
2022-09-09T15:15:00+05:30,255,20,,,,
2022-09-09T15:16:00+05:30,256,22,,,,
2022-09-09T15:17:00+05:30,257,22,,,,
2022-09-09T15:18:00+05:30,258,22,,,,
2022-09-09T15:19:00+05:30,259,24,,,,
2022-09-09T15:20:00+05:30,260,26,,,,
2022-09-09T15:21:00+05:30,261,25,,,,
2022-09-09T15:22:00+05:30,262,25,,,,
2022-09-09T15:23:00+05:30,263,23,,,,
2022-09-09T15:24:00+05:30,264,23,,,,
2022-09-09T15:25:00+05:30,265,23,,,,
2022-09-09T15:26:00+05:30,266,24,,,,
2022-09-09T15:27:00+05:30,267,24,,,,
2022-09-09T15:28:00+05:30,268,23,,,,
2022-09-09T15:29:00+05:30,269,23,,,,
2022-09-09T15:30:00+05:30,270,23,,,,
2022-09-09T15:31:00+05:30,271,24,,,,
2022-09-09T15:32:00+05:30,272,24,,,,
2022-09-09T15:33:00+05:30,273,22,,,,
2022-09-09T15:34:00+05:30,274,22,,,,
2022-09-09T15:35:00+05:30,275,23,,,,
2022-09-09T15:36:00+05:30,276,23,,,,
2022-09-09T15:37:00+05:30,277,23,,,,
2022-09-09T15:38:00+05:30,278,25,,,,
2022-09-09T15:39:00+05:30,279,25,,,,
2022-09-09T15:40:00+05:30,280,25,,,,
2022-09-09T15:41:00+05:30,281,25,,,,
2022-09-09T15:42:00+05:30,282,27,,,,
2022-09-09T15:43:00+05:30,283,28,,,,
2022-09-09T15:44:00+05:30,284,26,,,,
2022-09-09T15:45:00+05:30,285,26,,,,
2022-09-09T15:46:00+05:30,286,26,,,,
2022-09-09T15:47:00+05:30,287,26,,,,
2022-09-09T15:48:00+05:30,288,27,,,,
2022-09-09T15:49:00+05:30,289,25,,,,
2022-09-09T15:50:00+05:30,290,23,,,,
2022-09-09T15:51:00+05:30,291,23,,,,
2022-09-09T15:52:00+05:30,292,23,,,,
2022-09-09T15:53:00+05:30,293,22,,,,
2022-09-09T15:54:00+05:30,294,20,,,,
2022-09-09T15:55:00+05:30,295,22,,,,
2022-09-09T15:56:00+05:30,296,24,,,,
2022-09-09T15:57:00+05:30,297,26,,,,
2022-09-09T15:58:00+05:30,298,26,,,,
2022-09-09T15:59:00+05:30,299,26,,,,
2022-09-09T16:00:00+05:30,300,27,,,,
2022-09-09T16:01:00+05:30,301,27,,,,
2022-09-09T16:02:00+05:30,302,28,,,,
2022-09-09T16:03:00+05:30,303,28,,,,
2022-09-09T16:04:00+05:30,304,28,,,,
2022-09-09T16:05:00+05:30,305,28,,,,
2022-09-09T16:06:00+05:30,306,28,,,,
2022-09-09T16:07:00+05:30,307,28,,,,
2022-09-09T16:08:00+05:30,308,28,,,,
2022-09-09T16:09:00+05:30,309,28,,,,
2022-09-09T16:10:00+05:30,310,28,,,,
2022-09-09T16:11:00+05:30,311,28,,,,
2022-09-09T16:12:00+05:30,312,28,,,,
2022-09-09T16:13:00+05:30,313,29,,,,
2022-09-09T16:14:00+05:30,314,29,,,,
2022-09-09T16:15:00+05:30,315,28,,,,
2022-09-09T16:16:00+05:30,316,28,,,,
2022-09-09T16:17:00+05:30,317,28,,,,
2022-09-09T16:18:00+05:30,318,28,,,,
2022-09-09T16:19:00+05:30,319,28,,,,
2022-09-09T16:20:00+05:30,320,27,,,,
2022-09-09T16:21:00+05:30,321,27,,,,
2022-09-09T16:22:00+05:30,322,28,,,,
2022-09-09T16:23:00+05:30,323,28,,,,
2022-09-09T16:24:00+05:30,324,28,,,,
2022-09-09T16:25:00+05:30,325,27,,,,
2022-09-09T16:26:00+05:30,326,27,,,,
2022-09-09T16:27:00+05:30,327,28,,,,
2022-09-09T16:28:00+05:30,328,28,,,,
2022-09-09T16:29:00+05:30,329,28,,,,
2022-09-09T16:30:00+05:30,330,27,,,,
2022-09-09T16:31:00+05:30,331,28,,,,
2022-09-09T16:32:00+05:30,332,28,,,,
2022-09-09T16:33:00+05:30,333,27,,,,
2022-09-09T16:34:00+05:30,334,27,,,,
2022-09-09T16:35:00+05:30,335,27,,,,
2022-09-09T16:36:00+05:30,336,27,,,,
2022-09-09T16:37:00+05:30,337,26,,,,
2022-09-09T16:38:00+05:30,338,27,,,,
2022-09-09T16:39:00+05:30,339,27,,,,
2022-09-09T16:40:00+05:30,340,28,,,,
2022-09-09T16:41:00+05:30,341,28,,,,
2022-09-09T16:42:00+05:30,342,28,,,,
2022-09-09T16:43:00+05:30,343,26,,,,
2022-09-09T16:44:00+05:30,344,26,,,,
2022-09-09T16:45:00+05:30,345,26,,,,
2022-09-09T16:46:00+05:30,346,26,,,,
2022-09-09T16:47:00+05:30,347,25,,,,
2022-09-09T16:48:00+05:30,348,24,,,,
2022-09-09T16:49:00+05:30,349,22,,,,
2022-09-09T16:50:00+05:30,350,21,,,,
2022-09-09T16:51:00+05:30,351,20,,,,
2022-09-09T16:52:00+05:30,352,21,,,,
2022-09-09T16:53:00+05:30,353,21,,,,
2022-09-09T16:54:00+05:30,354,21,,,,
2022-09-09T16:55:00+05:30,355,20,,,,
2022-09-09T16:56:00+05:30,356,20,,,,
2022-09-09T16:57:00+05:30,357,22,,,,
2022-09-09T16:58:00+05:30,358,20,,,,
2022-09-09T16:59:00+05:30,359,20,,,,
2022-09-09T17:00:00+05:30,360,21,,,,
2022-09-09T17:01:00+05:30,361,21,,,,
2022-09-09T17:02:00+05:30,362,21,,,,
2022-09-09T17:03:00+05:30,363,20,,,,
2022-09-09T17:04:00+05:30,364,20,,,,
2022-09-09T17:05:00+05:30,365,20,,,,
2022-09-09T17:06:00+05:30,366,22,,,,
2022-09-09T17:07:00+05:30,367,24,,,,
2022-09-09T17:08:00+05:30,368,24,,,,
2022-09-09T17:09:00+05:30,369,26,,,,
2022-09-09T17:10:00+05:30,370,24,,,,
2022-09-09T17:11:00+05:30,371,24,,,,
2022-09-09T17:12:00+05:30,372,22,,,,
2022-09-09T17:13:00+05:30,373,22,,,,
2022-09-09T17:14:00+05:30,374,22,,,,
2022-09-09T17:15:00+05:30,375,22,,,,
2022-09-09T17:16:00+05:30,376,22,,,,
2022-09-09T17:17:00+05:30,377,20,,,,
2022-09-09T17:18:00+05:30,378,20,,,,
2022-09-09T17:19:00+05:30,379,20,,,,
2022-09-09T17:20:00+05:30,380,20,,,,
2022-09-09T17:21:00+05:30,381,21,,,,
2022-09-09T17:22:00+05:30,382,22,,,,
2022-09-09T17:23:00+05:30,383,24,,,,
2022-09-09T17:24:00+05:30,384,25,,,,
2022-09-09T17:25:00+05:30,385,26,,,,
2022-09-09T17:26:00+05:30,386,27,,,,
2022-09-09T17:27:00+05:30,387,27,,,,
2022-09-09T17:28:00+05:30,388,27,,,,
2022-09-09T17:29:00+05:30,389,27,,,,
2022-09-09T17:30:00+05:30,390,27,,,,
2022-09-09T17:31:00+05:30,391,25,,,,
2022-09-09T17:32:00+05:30,392,27,,,,
2022-09-09T17:33:00+05:30,393,25,,,,
2022-09-09T17:34:00+05:30,394,26,,,,
2022-09-09T17:35:00+05:30,395,26,,,,
2022-09-09T17:36:00+05:30,396,26,,,,
2022-09-09T17:37:00+05:30,397,27,,,,
2022-09-09T17:38:00+05:30,398,28,,,,
2022-09-09T17:39:00+05:30,399,28,,,,
2022-09-09T17:40:00+05:30,400,28,,,,
2022-09-09T17:41:00+05:30,401,28,,,,
2022-09-09T17:42:00+05:30,402,27,,,,
2022-09-09T17:43:00+05:30,403,28,,,,
2022-09-09T17:44:00+05:30,404,26,,,,
2022-09-09T17:45:00+05:30,405,26,,,,
2022-09-09T17:46:00+05:30,406,26,,,,
2022-09-09T17:47:00+05:30,407,25,,,,
2022-09-09T17:48:00+05:30,408,25,,,,
2022-09-09T17:49:00+05:30,409,25,,,,
2022-09-09T17:50:00+05:30,410,25,,,,
2022-09-09T17:51:00+05:30,411,26,,,,
2022-09-09T17:52:00+05:30,412,26,,,,
2022-09-09T17:53:00+05:30,413,26,,,,
2022-09-09T17:54:00+05:30,414,26,,,,
2022-09-09T17:55:00+05:30,415,28,,,,
2022-09-09T17:56:00+05:30,416,27,,,,
2022-09-09T17:57:00+05:30,417,25,,,,
2022-09-09T17:58:00+05:30,418,27,,,,
2022-09-09T17:59:00+05:30,419,28,,,,
2022-09-09T18:00:00+05:30,420,28,,,,
2022-09-09T18:01:00+05:30,421,27,,,,
2022-09-09T18:02:00+05:30,422,27,,,,
2022-09-09T18:03:00+05:30,423,28,,,,
2022-09-09T18:04:00+05:30,424,29,,,,
2022-09-09T18:05:00+05:30,425,28,,,,
2022-09-09T18:06:00+05:30,426,28,,,,
2022-09-09T18:07:00+05:30,427,28,,,,
2022-09-09T18:08:00+05:30,428,26,,,,
2022-09-09T18:09:00+05:30,429,25,,,,
2022-09-09T18:10:00+05:30,430,25,,,,
2022-09-09T18:11:00+05:30,431,25,,,,
2022-09-09T18:12:00+05:30,432,25,,,,
2022-09-09T18:13:00+05:30,433,25,,,,
2022-09-09T18:14:00+05:30,434,26,,,,
2022-09-09T18:15:00+05:30,435,26,,,,
2022-09-09T18:16:00+05:30,436,27,,,,
2022-09-09T18:17:00+05:30,437,27,,,,
2022-09-09T18:18:00+05:30,438,27,,,,
2022-09-09T18:19:00+05:30,439,26,,,,
2022-09-09T18:20:00+05:30,440,26,,,,
2022-09-09T18:21:00+05:30,441,26,,,,
2022-09-09T18:22:00+05:30,442,26,,,,
2022-09-09T18:23:00+05:30,443,28,,,,
2022-09-09T18:24:00+05:30,444,28,,,,
2022-09-09T18:25:00+05:30,445,28,,,,
2022-09-09T18:26:00+05:30,446,27,,,,
2022-09-09T18:27:00+05:30,447,27,,,,
2022-09-09T18:28:00+05:30,448,27,,,,
2022-09-09T18:29:00+05:30,449,28,,,,
2022-09-09T18:30:00+05:30,450,28,,,,
2022-09-09T18:31:00+05:30,451,28,,,,
2022-09-09T18:32:00+05:30,452,26,,,,
2022-09-09T18:33:00+05:30,453,26,,,,
2022-09-09T18:34:00+05:30,454,28,,,,
2022-09-09T18:35:00+05:30,455,28,,,,
2022-09-09T18:36:00+05:30,456,26,,,,
2022-09-09T18:37:00+05:30,457,28,,,,
2022-09-09T18:38:00+05:30,458,28,,,,
2022-09-09T18:39:00+05:30,459,28,,,,
2022-09-09T18:40:00+05:30,460,28,,,,
2022-09-09T18:41:00+05:30,461,28,,,,
2022-09-09T18:42:00+05:30,462,28,,,,
2022-09-09T18:43:00+05:30,463,27,,,,
2022-09-09T18:44:00+05:30,464,27,,,,
2022-09-09T18:45:00+05:30,465,28,,,,
2022-09-09T18:46:00+05:30,466,28,,,,
2022-09-09T18:47:00+05:30,467,27,,,,
2022-09-09T18:48:00+05:30,468,25,,,,
2022-09-09T18:49:00+05:30,469,24,,,,
2022-09-09T18:50:00+05:30,470,25,,,,
2022-09-09T18:51:00+05:30,471,25,,,,
2022-09-09T18:52:00+05:30,472,24,,,,
2022-09-09T18:53:00+05:30,473,23,,,,
2022-09-09T18:54:00+05:30,474,25,,,,
2022-09-09T18:55:00+05:30,475,25,,,,
2022-09-09T18:56:00+05:30,476,25,,,,
2022-09-09T18:57:00+05:30,477,25,,,,
2022-09-09T18:58:00+05:30,478,25,,,,
2022-09-09T18:59:00+05:30,479,26,,,,
2022-09-09T19:00:00+05:30,480,26,,,,
2022-09-09T19:01:00+05:30,481,24,,,,
2022-09-09T19:02:00+05:30,482,23,,,,
2022-09-09T19:03:00+05:30,483,24,,,,
2022-09-09T19:04:00+05:30,484,23,,,,
2022-09-09T19:05:00+05:30,485,25,,,,
2022-09-09T19:06:00+05:30,486,25,,,,
2022-09-09T19:07:00+05:30,487,25,,,,
2022-09-09T19:08:00+05:30,488,25,,,,
2022-09-09T19:09:00+05:30,489,25,,,,
2022-09-09T19:10:00+05:30,490,27,,,,
2022-09-09T19:11:00+05:30,491,29,,,,
2022-09-09T19:12:00+05:30,492,29,,,,
2022-09-09T19:13:00+05:30,493,27,,,,
2022-09-09T19:14:00+05:30,494,28,,,,
2022-09-09T19:15:00+05:30,495,28,,,,
2022-09-09T19:16:00+05:30,496,29,,,,
2022-09-09T19:17:00+05:30,497,31,,,,
2022-09-09T19:18:00+05:30,498,31,,,,
2022-09-09T19:19:00+05:30,499,31,,,,
2022-09-09T19:20:00+05:30,500,30,,,,
2022-09-09T19:21:00+05:30,501,29,,,,
2022-09-09T19:22:00+05:30,502,29,,,,
2022-09-09T19:23:00+05:30,503,30,,,,
2022-09-09T19:24:00+05:30,504,5,,,,
2022-09-09T19:25:00+05:30,505,30,,,,
2022-09-09T19:26:00+05:30,506,30,,,,
2022-09-09T19:27:00+05:30,507,28,,,,
2022-09-09T19:28:00+05:30,508,26,,,,
2022-09-09T19:29:00+05:30,509,26,,,,
2022-09-09T19:30:00+05:30,510,26,,,,
2022-09-09T19:31:00+05:30,511,26,,,,
2022-09-09T19:32:00+05:30,512,24,,,,
2022-09-09T19:33:00+05:30,513,24,,,,
2022-09-09T19:34:00+05:30,514,23,,,,
2022-09-09T19:35:00+05:30,515,23,,,,
2022-09-09T19:36:00+05:30,516,24,,,,
2022-09-09T19:37:00+05:30,517,24,,,,
2022-09-09T19:38:00+05:30,518,25,,,,
2022-09-09T19:39:00+05:30,519,25,,,,
2022-09-09T19:40:00+05:30,520,23,,,,
2022-09-09T19:41:00+05:30,521,25,,,,
2022-09-09T19:42:00+05:30,522,25,,,,
2022-09-09T19:43:00+05:30,523,26,,,,
2022-09-09T19:44:00+05:30,524,26,,,,
2022-09-09T19:45:00+05:30,525,28,,,,
2022-09-09T19:46:00+05:30,526,30,,,,
2022-09-09T19:47:00+05:30,527,30,,,,
2022-09-09T19:48:00+05:30,528,30,,,,
2022-09-09T19:49:00+05:30,529,31,,,,
2022-09-09T19:50:00+05:30,530,31,,,,
2022-09-09T19:51:00+05:30,531,31,,,,
2022-09-09T19:52:00+05:30,532,31,,,,
2022-09-09T19:53:00+05:30,533,31,,,,
2022-09-09T19:54:00+05:30,534,31,,,,
2022-09-09T19:55:00+05:30,535,31,,,,
2022-09-09T19:56:00+05:30,536,31,,,,
2022-09-09T19:57:00+05:30,537,31,,,,
2022-09-09T19:58:00+05:30,538,29,,,,
2022-09-09T19:59:00+05:30,539,29,,,,
2022-09-09T20:00:00+05:30,540,28,,,,
2022-09-09T20:01:00+05:30,541,28,,,,
2022-09-09T20:02:00+05:30,542,28,,,,
2022-09-09T20:03:00+05:30,543,26,,,,
2022-09-09T20:04:00+05:30,544,25,,,,
2022-09-09T20:05:00+05:30,545,27,,,,
2022-09-09T20:06:00+05:30,546,27,,,,
2022-09-09T20:07:00+05:30,547,26,,,,
2022-09-09T20:08:00+05:30,548,27,,,,
2022-09-09T20:09:00+05:30,549,26,,,,
2022-09-09T20:10:00+05:30,550,26,,,,
2022-09-09T20:11:00+05:30,551,28,,,,
2022-09-09T20:12:00+05:30,552,28,,,,
2022-09-09T20:13:00+05:30,553,28,,,,
2022-09-09T20:14:00+05:30,554,27,,,,
2022-09-09T20:15:00+05:30,555,27,,,,
2022-09-09T20:16:00+05:30,556,28,,,,
2022-09-09T20:17:00+05:30,557,30,,,,
